directory_file_name,line_number,error_type,error_description
,368:1,error,indent
,369:1,error,indent
,371:1,error,indent
,372:1,error,indent
,373:1,error,indent
,380:1,error,indent
,381:1,error,indent
,381:24,error,no-magic-numbers
,382:1,error,indent
,384:1,error,indent
,384:23,error,no-magic-numbers
,385:1,error,indent
,386:1,error,indent
,393:1,error,indent
,394:1,error,indent
,395:1,error,indent
,397:1,error,indent
,398:1,error,indent
,399:1,error,indent
,71:18,error,complexity
,100:37,error,no-magic-numbers
,114:1,error,indent
,115:1,error,indent
,126:31,error,no-magic-numbers
,50:35,error,no-magic-numbers
,41:30,error,no-magic-numbers
,44:31,error,no-magic-numbers
,47:32,error,no-magic-numbers
,54:1,error,indent
,54:12,error,no-magic-numbers
,55:1,error,indent
,56:1,error,indent
,57:1,error,indent
,57:12,error,no-magic-numbers
,58:1,error,indent
,59:1,error,indent
,60:1,error,indent
,61:1,error,indent
,62:1,error,indent
,118:43,error,no-magic-numbers
,15:27,error,no-magic-numbers
,58:57,error,no-magic-numbers
,15:35,error,no-magic-numbers
,24:25,error,prefer-template
,24:64,error,no-magic-numbers
,17:23,error,no-magic-numbers
,18:29,error,no-magic-numbers
,18:32,error,no-magic-numbers
,29:30,error,prefer-template
,54:29,error,no-magic-numbers
,54:42,error,no-magic-numbers
,68:25,error,prefer-template
,9:32,error,no-magic-numbers
,35:49,error,no-magic-numbers
,48:70,error,no-magic-numbers
,51:70,error,no-magic-numbers
,60:31,error,no-magic-numbers
,30:35,error,no-magic-numbers
,46:9,error,prefer-template
,52:9,error,prefer-template
,62:21,error,no-magic-numbers
,63:52,error,no-magic-numbers
,67:29,error,no-magic-numbers
,79:69,error,no-magic-numbers
,94:9,error,prefer-template
,20:34,error,no-magic-numbers
,23:35,error,no-magic-numbers
,37:3,error,no-magic-numbers
,40:27,error,no-magic-numbers
,45:27,error,no-magic-numbers
,49:15,error,no-magic-numbers
,49:18,error,no-magic-numbers
,51:25,error,no-magic-numbers
,3:1,error,indent
,4:1,error,indent
,5:1,error,indent
,6:1,error,indent
,7:1,error,indent
,8:1,error,indent
,9:1,error,indent
,10:1,error,indent
,11:1,error,indent
,12:1,error,indent
,10:16,error,no-magic-numbers
,15:35,error,prefer-template
,18:53,error,no-magic-numbers
,24:25,error,no-magic-numbers
,24:35,error,no-magic-numbers
,35:26,error,no-magic-numbers
,35:67,error,no-magic-numbers
,52:32,error,no-magic-numbers
,4:40,error,no-undef
,24:55,error,no-magic-numbers
,21:52,error,no-magic-numbers
,21:77,error,no-magic-numbers
,37:43,error,no-magic-numbers
,37:64,error,no-magic-numbers
,13:14,error,no-magic-numbers
,18:20,error,no-magic-numbers
,18:47,error,no-magic-numbers
,19:14,error,no-magic-numbers
,26:14,error,no-magic-numbers
,33:33,error,no-magic-numbers
,37:20,error,no-magic-numbers
,37:49,error,no-magic-numbers
,42:26,error,no-magic-numbers
,44:14,error,no-magic-numbers
,49:3,error,max-statements
,49:3,error,complexity
,75:28,error,no-magic-numbers
,78:46,error,no-magic-numbers
,81:28,error,no-magic-numbers
,97:24,error,no-magic-numbers
,105:41,error,no-magic-numbers
,106:41,error,no-magic-numbers
,125:43,error,no-magic-numbers
,128:40,error,no-magic-numbers
,131:36,error,no-magic-numbers
,135:44,error,no-magic-numbers
,138:45,error,no-magic-numbers
,139:42,error,no-magic-numbers
,152:24,error,no-magic-numbers
,153:25,error,no-magic-numbers
,153:39,error,no-magic-numbers
,172:67,error,no-magic-numbers
,183:11,error,no-empty
,198:46,error,no-magic-numbers
,198:78,error,no-magic-numbers
,207:46,error,no-magic-numbers
,209:19,error,no-magic-numbers
,219:28,error,no-magic-numbers
,241:25,error,no-magic-numbers
,256:26,error,no-magic-numbers
,265:42,error,no-magic-numbers
,267:15,error,no-magic-numbers
,6:3,error,max-statements
,6:3,error,complexity
,10:54,error,no-magic-numbers
,10:65,error,no-magic-numbers
,15:20,error,no-magic-numbers
,15:47,error,no-magic-numbers
,23:15,error,no-magic-numbers
,37:12,error,no-constant-condition
,51:53,error,no-magic-numbers
,71:46,error,no-magic-numbers
,71:50,error,no-magic-numbers
,80:17,error,no-magic-numbers
,81:26,error,no-magic-numbers
,83:17,error,no-magic-numbers
,84:26,error,no-magic-numbers
,86:17,error,no-magic-numbers
,87:42,error,no-magic-numbers
,90:17,error,no-magic-numbers
,91:30,error,no-magic-numbers
,96:24,error,no-magic-numbers
,97:25,error,no-magic-numbers
,97:37,error,no-magic-numbers
,97:49,error,no-magic-numbers
,101:40,error,no-magic-numbers
,111:54,error,no-magic-numbers
,113:44,error,no-magic-numbers
,121:48,error,no-magic-numbers
,6:21,error,no-magic-numbers
,7:48,error,no-magic-numbers
,17:29,error,no-magic-numbers
,43:1,error,max-statements
,43:1,error,complexity
,56:13,error,no-magic-numbers
,58:23,error,no-magic-numbers
,59:38,error,no-magic-numbers
,63:30,error,no-magic-numbers
,70:20,error,no-magic-numbers
,71:21,error,no-magic-numbers
,74:50,error,no-magic-numbers
,75:77,error,no-magic-numbers
,77:65,error,no-magic-numbers
,89:19,error,no-magic-numbers
,95:38,error,no-magic-numbers
,96:14,error,prefer-template
,98:14,error,prefer-template
,102:35,error,no-magic-numbers
,102:57,error,no-magic-numbers
,116:25,error,no-useless-escape
,116:27,error,no-useless-escape
,116:29,error,no-useless-escape
,116:34,error,no-useless-escape
,116:36,error,no-useless-escape
,116:38,error,no-useless-escape
,118:43,error,no-useless-escape
,120:23,error,no-useless-escape
,128:26,error,no-magic-numbers
,130:53,error,no-magic-numbers
,137:70,error,no-magic-numbers
,92:46,error,no-magic-numbers
,14:56,error,no-magic-numbers
,15:78,error,no-magic-numbers
,18:16,error,prefer-template
,21:5,error,prefer-template
,26:14,error,max-statements
,266:32,error,no-prototype-builtins
,272:61,error,no-magic-numbers
,275:1,error,indent
,276:1,error,indent
,277:1,error,indent
,278:1,error,indent
,284:61,error,no-magic-numbers
,287:1,error,indent
,288:1,error,indent
,294:20,error,no-magic-numbers
,294:23,error,no-magic-numbers
,296:45,error,no-useless-escape
,298:43,error,no-magic-numbers
,305:61,error,no-magic-numbers
,308:1,error,indent
,309:1,error,indent
,315:61,error,no-magic-numbers
,318:1,error,indent
,319:1,error,indent
,325:61,error,no-magic-numbers
,328:1,error,indent
,329:1,error,indent
,336:69,error,no-magic-numbers
,347:37,error,no-magic-numbers
,347:40,error,no-magic-numbers
,354:68,error,no-magic-numbers
,397:41,error,max-statements
,397:41,error,complexity
,402:34,error,no-magic-numbers
,410:56,error,no-magic-numbers
,415:38,error,no-magic-numbers
,421:18,error,no-magic-numbers
,438:49,error,no-magic-numbers
,455:38,error,no-magic-numbers
,462:19,error,no-magic-numbers
,463:42,error,no-magic-numbers
,464:19,error,no-magic-numbers
,465:40,error,no-magic-numbers
,466:13,error,no-magic-numbers
,472:40,error,no-magic-numbers
,477:50,error,no-magic-numbers
,486:9,error,prefer-template
,501:1,error,indent
,502:1,error,indent
,503:1,error,indent
,504:1,error,indent
,505:1,error,indent
,506:1,error,indent
,507:1,error,indent
,508:1,error,indent
,509:1,error,indent
,509:54,error,no-magic-numbers
,510:1,error,indent
,517:5,error,no-undef
,13:29,error,no-useless-escape
,13:33,error,no-useless-escape
,18:20,error,no-useless-escape
,21:26,error,no-useless-escape
,21:28,error,no-useless-escape
,21:37,error,no-useless-escape
,22:27,error,no-useless-escape
,22:29,error,no-useless-escape
,22:38,error,no-useless-escape
,6:54,error,no-magic-numbers
,4:32,error,no-magic-numbers
,19:30,error,no-magic-numbers
,9:13,error,no-useless-escape
,9:15,error,no-useless-escape
,9:17,error,no-useless-escape
,9:19,error,no-useless-escape
,9:21,error,no-useless-escape
,9:23,error,no-useless-escape
,9:25,error,no-useless-escape
,9:27,error,no-useless-escape
,9:29,error,no-useless-escape
,9:31,error,no-useless-escape
,9:33,error,no-useless-escape
,9:35,error,no-useless-escape
,9:37,error,no-useless-escape
,9:39,error,no-useless-escape
,9:41,error,no-useless-escape
,9:43,error,no-useless-escape
,9:45,error,no-useless-escape
,9:47,error,no-useless-escape
,9:49,error,no-useless-escape
,9:51,error,no-useless-escape
,9:53,error,no-useless-escape
,9:57,error,no-useless-escape
,9:59,error,no-useless-escape
,9:61,error,no-useless-escape
,9:63,error,no-useless-escape
,9:65,error,no-useless-escape
,9:67,error,no-useless-escape
,63:41,error,no-magic-numbers
,102:54,error,no-magic-numbers
,117:38,error,no-magic-numbers
,169:36,error,no-magic-numbers
,169:39,error,no-magic-numbers
,170:23,error,no-magic-numbers
,2:31,error,no-magic-numbers
,2:39,error,no-magic-numbers
,9:8,error,max-statements
,9:8,error,complexity
,18:16,error,no-magic-numbers
,20:59,error,no-magic-numbers
,23:35,error,no-magic-numbers
,34:45,error,no-magic-numbers
,35:68,error,no-magic-numbers
,40:32,error,no-magic-numbers
,41:32,error,no-magic-numbers
,42:32,error,no-magic-numbers
,43:32,error,no-magic-numbers
,61:56,error,no-magic-numbers
,69:48,error,no-magic-numbers
,70:47,error,no-magic-numbers
,93:32,error,no-magic-numbers
,96:42,error,no-magic-numbers
,136:43,error,no-useless-escape
,136:65,error,no-useless-escape
,144:12,error,prefer-template
,151:63,error,no-magic-numbers
,152:10,error,prefer-template
,152:24,error,no-magic-numbers
,15:45,error,no-magic-numbers
,17:54,error,prefer-template
,31:29,error,no-magic-numbers
,57:1,error,indent
,57:12,error,no-magic-numbers
,58:1,error,indent
,59:1,error,indent
,60:1,error,indent
,61:1,error,indent
,62:1,error,indent
,63:1,error,indent
,64:1,error,indent
,65:1,error,indent
,66:1,error,indent
,67:1,error,indent
,68:1,error,indent
,69:1,error,indent
,70:1,error,indent
,70:12,error,no-magic-numbers
,71:1,error,indent
,71:12,error,no-magic-numbers
,72:1,error,indent
,73:1,error,indent
,74:1,error,indent
,75:1,error,indent
,76:1,error,indent
,77:1,error,indent
,78:1,error,indent
,79:1,error,indent
,80:1,error,indent
,81:1,error,indent
,82:1,error,indent
,83:1,error,indent
,84:1,error,indent
,84:12,error,no-magic-numbers
,85:1,error,indent
,86:1,error,indent
,87:1,error,indent
,87:28,error,no-undef
,88:1,error,indent
,89:1,error,indent
,90:1,error,indent
,91:79,error,no-magic-numbers
,92:1,error,indent
,93:1,error,indent
,109:23,error,no-magic-numbers
,111:1,error,indent
,112:1,error,indent
,112:26,error,prefer-template
,113:1,error,indent
,114:1,error,indent
,115:11,error,no-magic-numbers
,125:1,error,indent
,125:12,error,no-magic-numbers
,126:1,error,indent
,127:1,error,indent
,128:1,error,indent
,129:1,error,indent
,129:12,error,no-magic-numbers
,130:1,error,indent
,131:1,error,indent
,132:1,error,indent
,133:1,error,indent
,133:12,error,no-magic-numbers
,134:1,error,indent
,135:1,error,indent
,136:1,error,indent
,137:1,error,indent
,137:12,error,no-magic-numbers
,138:1,error,indent
,139:1,error,indent
,140:1,error,indent
,141:1,error,indent
,142:1,error,indent
,143:1,error,indent
,144:1,error,indent
,145:1,error,indent
,146:1,error,indent
,155:54,error,no-magic-numbers
,167:23,error,no-magic-numbers
,167:57,error,no-magic-numbers
,200:25,error,prefer-template
,230:7,error,no-magic-numbers
,232:43,error,no-magic-numbers
,233:33,error,prefer-template
,245:16,error,prefer-template
,266:35,error,prefer-template
,272:1,error,indent
,273:1,error,indent
,41:35,error,prefer-template
,9:18,error,prefer-template
,156:8,error,no-magic-numbers
,246:16,error,complexity
,248:1,error,indent
,249:1,error,indent
,249:12,error,no-magic-numbers
,250:1,error,indent
,251:1,error,indent
,252:1,error,indent
,253:1,error,indent
,254:1,error,indent
,255:1,error,indent
,256:1,error,indent
,257:1,error,indent
,260:1,error,indent
,261:1,error,indent
,262:1,error,indent
,263:1,error,indent
,264:1,error,indent
,266:1,error,indent
,266:12,error,no-magic-numbers
,267:1,error,indent
,268:1,error,indent
,270:1,error,indent
,271:1,error,indent
,272:1,error,indent
,273:1,error,indent
,274:1,error,indent
,275:1,error,indent
,354:23,error,no-magic-numbers
,376:23,error,no-undef
,544:22,error,prefer-template
,75:49,error,no-magic-numbers
,107:23,error,prefer-template
,152:8,error,no-magic-numbers
,363:17,error,prefer-template
,364:17,error,prefer-template
,369:43,error,no-magic-numbers
,370:67,error,no-magic-numbers
,377:29,error,no-magic-numbers
,388:28,error,no-magic-numbers
,392:29,error,no-magic-numbers
,396:17,error,prefer-template
,399:27,error,no-magic-numbers
,408:39,error,no-magic-numbers
,408:54,error,no-magic-numbers
,467:43,error,prefer-template
,484:16,error,complexity
,486:1,error,indent
,487:1,error,indent
,487:12,error,no-magic-numbers
,488:1,error,indent
,489:1,error,indent
,490:1,error,indent
,491:1,error,indent
,492:1,error,indent
,493:1,error,indent
,494:1,error,indent
,495:1,error,indent
,498:1,error,indent
,499:1,error,indent
,500:1,error,indent
,501:1,error,indent
,502:1,error,indent
,504:1,error,indent
,504:12,error,no-magic-numbers
,505:1,error,indent
,506:1,error,indent
,508:1,error,indent
,509:1,error,indent
,510:1,error,indent
,511:1,error,indent
,512:1,error,indent
,513:1,error,indent
,515:1,error,indent
,515:12,error,no-magic-numbers
,516:1,error,indent
,517:1,error,indent
,519:1,error,indent
,520:1,error,indent
,521:1,error,indent
,522:1,error,indent
,523:1,error,indent
,524:1,error,indent
,526:1,error,indent
,526:12,error,no-magic-numbers
,527:1,error,indent
,528:1,error,indent
,530:1,error,indent
,531:1,error,indent
,532:1,error,indent
,533:1,error,indent
,534:1,error,indent
,535:1,error,indent
,571:55,error,no-magic-numbers
,575:55,error,no-magic-numbers
,579:55,error,no-magic-numbers
,650:39,error,no-mixed-operators
,650:43,error,no-mixed-operators
,650:45,error,no-magic-numbers
,673:29,error,no-mixed-operators
,673:64,error,no-mixed-operators
,674:21,error,no-magic-numbers
,675:9,error,no-undef
,681:5,error,no-undef
,691:56,error,no-magic-numbers
,715:49,error,no-magic-numbers
,732:19,error,prefer-template
,740:45,error,no-magic-numbers
,752:33,error,no-magic-numbers
,762:15,error,prefer-template
,766:23,error,no-undef
,786:9,error,prefer-template
,802:28,error,no-magic-numbers
,802:50,error,no-magic-numbers
,802:73,error,no-magic-numbers
,804:28,error,no-magic-numbers
,804:50,error,no-magic-numbers
,804:75,error,no-magic-numbers
,812:16,error,prefer-template
,818:47,error,no-magic-numbers
,831:39,error,no-magic-numbers
,831:43,error,no-magic-numbers
,835:1,error,indent
,836:1,error,indent
,837:1,error,indent
,838:1,error,indent
,839:1,error,indent
,840:1,error,indent
,841:1,error,indent
,841:20,error,prefer-template
,842:1,error,indent
,843:1,error,indent
,844:1,error,indent
,845:1,error,indent
,846:1,error,indent
,847:1,error,indent
,848:1,error,indent
,849:1,error,indent
,851:1,error,indent
,852:1,error,indent
,853:1,error,indent
,854:1,error,indent
,855:1,error,indent
,856:1,error,indent
,857:1,error,indent
,858:1,error,indent
,859:1,error,indent
,860:1,error,indent
,861:1,error,indent
,862:1,error,indent
,863:1,error,indent
,864:1,error,indent
,865:1,error,indent
,866:1,error,indent
,867:1,error,indent
,868:1,error,indent
,869:1,error,indent
,870:1,error,indent
,871:1,error,indent
,872:1,error,indent
,873:1,error,indent
,874:1,error,indent
,875:1,error,indent
,876:1,error,indent
,876:20,error,prefer-template
,877:1,error,indent
,878:1,error,indent
,879:1,error,indent
,880:1,error,indent
,881:1,error,indent
,882:1,error,indent
,883:1,error,indent
,884:1,error,indent
,939:22,error,prefer-template
,41:35,error,prefer-template
,40:23,error,no-magic-numbers
,41:24,error,no-magic-numbers
,44:26,error,no-magic-numbers
,81:35,error,no-magic-numbers
,128:40,error,no-magic-numbers
,144:1,error,indent
,144:12,error,no-magic-numbers
,145:1,error,indent
,146:1,error,indent
,147:1,error,indent
,148:1,error,indent
,148:12,error,no-magic-numbers
,149:1,error,indent
,150:1,error,indent
,151:1,error,indent
,151:12,error,no-magic-numbers
,152:1,error,indent
,152:42,error,no-magic-numbers
,153:1,error,indent
,154:1,error,indent
,169:78,error,no-magic-numbers
,215:1,error,indent
,216:1,error,indent
,217:1,error,indent
,218:1,error,indent
,219:1,error,indent
,220:1,error,indent
,222:1,error,indent
,223:1,error,indent
,224:1,error,indent
,225:1,error,indent
,226:1,error,indent
,227:1,error,indent
,228:1,error,indent
,229:1,error,indent
,230:1,error,indent
,231:1,error,indent
,232:1,error,indent
,233:1,error,indent
,234:1,error,indent
,235:1,error,indent
,236:1,error,indent
,238:1,error,indent
,239:1,error,indent
,240:1,error,indent
,241:1,error,indent
,242:1,error,indent
,243:1,error,indent
,244:1,error,indent
,245:1,error,indent
,246:1,error,indent
,247:1,error,indent
,248:1,error,indent
,249:1,error,indent
,250:1,error,indent
,251:1,error,indent
,259:35,error,prefer-template
,39:9,error,max-statements
,39:9,error,complexity
,69:34,error,no-magic-numbers
,95:42,error,no-magic-numbers
,125:42,error,no-magic-numbers
,142:29,error,prefer-template
,155:8,error,no-magic-numbers
,155:12,error,no-magic-numbers
,160:54,error,no-magic-numbers
,174:34,error,no-magic-numbers
,273:26,error,no-magic-numbers
,274:24,error,no-magic-numbers
,275:33,error,no-magic-numbers
,276:24,error,no-magic-numbers
,284:22,error,no-magic-numbers
,285:20,error,no-magic-numbers
,286:29,error,no-magic-numbers
,287:20,error,no-magic-numbers
,297:26,error,no-undef
,298:24,error,no-undef
,299:24,error,no-undef
,394:51,error,no-magic-numbers
,15:13,error,no-undef
,81:22,error,no-magic-numbers
,89:77,error,no-magic-numbers
,41:35,error,no-magic-numbers
,41:68,error,no-magic-numbers
,43:38,error,no-magic-numbers
,44:38,error,no-magic-numbers
,47:18,error,no-magic-numbers
,74:14,error,max-statements
,117:63,error,no-magic-numbers
,117:68,error,no-magic-numbers
,150:21,error,max-statements
,150:21,error,complexity
,154:43,error,no-magic-numbers
,169:41,error,no-magic-numbers
,189:25,error,no-magic-numbers
,200:11,error,no-magic-numbers
,237:53,error,no-magic-numbers
,246:25,error,no-magic-numbers
,267:53,error,no-magic-numbers
,275:66,error,no-magic-numbers
,280:21,error,no-magic-numbers
,283:25,error,no-magic-numbers
,283:42,error,no-magic-numbers
,284:50,error,no-magic-numbers
,285:43,error,no-magic-numbers
,307:54,error,no-magic-numbers
,319:9,error,prefer-template
,327:24,error,complexity
,331:23,error,no-magic-numbers
,337:23,error,no-magic-numbers
,343:23,error,no-magic-numbers
,343:43,error,no-magic-numbers
,349:23,error,no-magic-numbers
,349:43,error,no-magic-numbers
,355:23,error,no-magic-numbers
,355:43,error,no-magic-numbers
,384:11,error,max-statements
,476:25,error,no-magic-numbers
,482:18,error,max-statements
,482:18,error,complexity
,486:58,error,no-magic-numbers
,502:28,error,no-magic-numbers
,508:73,error,no-magic-numbers
,532:32,error,no-magic-numbers
,615:11,error,prefer-template
,670:24,error,max-statements
,676:37,error,no-magic-numbers
,835:37,error,no-magic-numbers
,860:25,error,prefer-template
,883:25,error,prefer-template
,895:37,error,no-magic-numbers
,905:16,error,prefer-template
,969:8,error,no-magic-numbers
,972:21,error,max-statements
,976:37,error,no-magic-numbers
,981:28,error,no-undef
,1052:25,error,no-magic-numbers
,1148:22,error,no-magic-numbers
,1155:77,error,no-magic-numbers
,1195:9,error,complexity
,1211:1,error,indent
,1212:1,error,indent
,1250:24,error,no-magic-numbers
,1251:35,error,no-magic-numbers
,1264:26,error,no-magic-numbers
,1265:39,error,no-magic-numbers
,83:19,error,no-magic-numbers
,107:37,error,no-magic-numbers
,110:55,error,no-magic-numbers
,114:45,error,no-magic-numbers
,159:19,error,prefer-template
,165:21,error,prefer-template
,174:29,error,prefer-template
,234:37,error,no-magic-numbers
,237:66,error,no-magic-numbers
,241:45,error,no-magic-numbers
,272:19,error,no-magic-numbers
,306:29,error,no-magic-numbers
,346:9,error,prefer-template
,357:41,error,prefer-template
,405:9,error,prefer-template
,32:52,error,no-magic-numbers
,75:28,error,no-magic-numbers
,85:52,error,no-magic-numbers
,90:52,error,no-magic-numbers
,108:25,error,no-magic-numbers
,109:32,error,no-magic-numbers
,212:37,error,no-magic-numbers
,215:49,error,no-magic-numbers
